id,guid,question,cevap,explanation,difficulty,category,subcategory
473,550e8400-e29b-41d4-a716-446655440473,"""Rasyonel sayılar, kesir biçiminde ifade edilebilen sayılardır.""",TRUE,"Rasyonel sayılar, iki tam sayının oranı şeklinde yazılabilir.",Zor,Bilim,Matematik
474,550e8400-e29b-41d4-a716-446655440474,"""İntegral hesap, eğrinin altındaki alanı hesaplamak için kullanılır.""",TRUE,"İntegral, matematikte alan ve toplam değişim hesaplamalarında temel araçtır.",Zor,Bilim,Matematik
475,550e8400-e29b-41d4-a716-446655440475,"""Soyut cebir, gruplar, halkalar ve cisimler gibi yapıları inceler.""",TRUE,"Soyut cebir, matematiksel yapıları ve bu yapıların özelliklerini araştırır.",Zor,Bilim,Matematik
476,550e8400-e29b-41d4-a716-446655440476,"""Diferansiyel denklemler, fiziksel sistemlerin değişim oranlarını modellemek için kullanılır.""",TRUE,"Diferansiyel denklemler, dinamik sistemlerdeki değişiklikleri tanımlamak için önemli araçlardır.",Zor,Bilim,Matematik
477,550e8400-e29b-41d4-a716-446655440477,"""Fraktal geometri, kendine benzer yapılar ve karmaşık ölçüler inceler.""",TRUE,"Fraktal geometri, doğal ve matematiksel sistemlerde görülen kendine benzer yapıları analiz eder.",Zor,Bilim,Matematik
478,550e8400-e29b-41d4-a716-446655440478,"""Astronomik birim (AU), Dünya ile Güneş arasındaki ortalama mesafeyi ifade eder.""",TRUE,"Astronomik birim, yaklaşık 150 milyon kilometre olarak tanımlanır.",Zor,Bilim,Astronomi
479,550e8400-e29b-41d4-a716-446655440479,"""Kara delikler, aşırı yoğunlukları nedeniyle ışığın bile kaçamadığı bölgelerdir.""",TRUE,"Kara delikler, çok güçlü yerçekimi alanları nedeniyle ışığın bile kaçamadığı bölgeler oluşturur.",Zor,Bilim,Astronomi
480,550e8400-e29b-41d4-a716-446655440480,"""Spektroskopi, maddelerin ışığı soğurup yayma özelliklerini inceleyerek bileşimlerini belirler.""",TRUE,"Spektroskopi, ışık ile madde arasındaki etkileşimi kullanarak kimyasal bileşimi analiz eder.",Zor,Bilim,Fizik
481,550e8400-e29b-41d4-a716-446655440481,"""X-ışını kristalografisi, biyomoleküler yapıların üç boyutlu modellerini oluşturur.""",TRUE,"Bu yöntem, protein ve diğer biomoleküllerin yapısal analizinde kullanılır.",Zor,Bilim,Biyoloji
482,550e8400-e29b-41d4-a716-446655440482,"""Fibonacci dizisi, her terimin kendisinden önceki iki terimin toplamı olarak tanımlanır.""",TRUE,"Fibonacci dizisi, matematikte ve doğada kendini tekrar eden örüntüler gösteren önemli bir sayı dizisidir.",Zor,Bilim,Matematik
483,550e8400-e29b-41d4-a716-446655440483,"""Fiziksel sistemlerde faz geçişleri, sıcaklık ve basınç gibi parametrelere bağlı olarak ortaya çıkar.""",TRUE,"Faz geçişleri, madde durumunun değişmesinde sıcaklık, basınç gibi değişkenlerin rol oynadığını gösterir.",Zor,Bilim,Fizik
484,550e8400-e29b-41d4-a716-446655440484,"""Yapay zeka algoritmaları, makine öğrenimi ve veri analizi tekniklerini içerir.""",TRUE,"Yapay zeka, karmaşık veri setlerinden öğrenme ve tahmin yapabilen algoritmaları içerir.",Zor,Bilim,Mühendislik
485,550e8400-e29b-41d4-a716-446655440485,"""Nükleer fisyon, ağır atom çekirdeklerinin bölünmesiyle enerji açığa çıkarması sürecidir.""",TRUE,"Nükleer fisyon, enerji üretiminde kullanılan temel nükleer reaksiyonlardan biridir.",Zor,Bilim,Fizik
486,550e8400-e29b-41d4-a716-446655440486,"""AdS/CFT eşdeğerliği, Anti-de Sitter uzayındaki kütleçekim teorisi ile sınırındaki konformal alan teorisi arasında bir dualite öne sürer.""",TRUE,"Bu eşdeğerlik, kuantum kütleçekimi ve sicim teorisi gibi alanlarda derin teorik bağlantılar ortaya koyar.",Çok Zor,Bilim,Fizik
487,550e8400-e29b-41d4-a716-446655440487,"""Gödel'in eksiklik teoremleri, her tutarlı ve yeterince güçlü aksiyomatik sistemde bazı doğru ifadelerin ispatlanamayacağını gösterir.""",TRUE,"Gödel'in teoremleri, matematiksel mantığın sınırlarını ve aksiyomatik sistemlerin eksikliklerini ortaya koyar.",Çok Zor,Bilim,Matematik
488,550e8400-e29b-41d4-a716-446655440488,"""Bir Hilbert uzayının tamam olması, o uzayın Cauchy dizilerinin her zaman yakınsaması anlamına gelir.""",TRUE,"Tanım gereği Hilbert uzayı, tam bir iç çarpım uzayıdır; yani her Cauchy dizisi yakınsar.",Çok Zor,Bilim,Matematik
489,550e8400-e29b-41d4-a716-446655440489,"""Fraktal boyut, kendine benzer yapıların klasik geometrik boyut kavramından farklı olarak ölçülmesine olanak tanır.""",TRUE,"Fraktal boyut, kaos teorisi ve fraktal geometri alanlarında, karmaşık yapıların ölçek bağımlı özelliklerini nicelendirir.",Çok Zor,Bilim,Matematik
490,550e8400-e29b-41d4-a716-446655440490,"""Supersimetri, Standart Model'in ötesinde her fermion için bir bozon çiftini öngörerek evrenin temel simetrik yapısını genişletmeyi amaçlar.""",TRUE,"Supersimetri, parçacık fiziğinde henüz deneysel olarak doğrulanmamış olsa da, teorik olarak birçok problemi çözmeyi vaat eden bir çerçevedir.",Çok Zor,Bilim,Fizik
491,550e8400-e29b-41d4-a716-446655440491,"""Renormalizasyon grubu akımları, kuantum alan teorilerinde sistemlerin ölçek bağımlı davranışlarını analiz etmek için kullanılır.""",TRUE,"Renormalizasyon grubu, teorik fizikte farklı ölçeklerdeki davranışları anlamak için kullanılan temel araçlardan biridir.",Çok Zor,Bilim,Fizik
492,550e8400-e29b-41d4-a716-446655440492,"""Topolojik kuantum alan teorileri, uzayın topolojik özelliklerinin kuantum alan teorisinin yapısı üzerindeki etkilerini inceler.""",TRUE,"Bu teoriler, kuantum alan teorisinin soyut ve geometrik yönlerini aydınlatmak için topolojik kavramları kullanır.",Çok Zor,Bilim,Fizik
493,550e8400-e29b-41d4-a716-446655440493,"""String teorisi, temel parçacıkları nokta yerine titreşen sicimler olarak modelleyerek evrenin temel yapısını açıklamayı hedefler.""",TRUE,"String teorisi, parçacık fiziğinde birleşik bir teorik çerçeve sunmayı amaçlayan ileri düzey bir teoridir.",Çok Zor,Bilim,Fizik
494,550e8400-e29b-41d4-a716-446655440494,"""Feynman path integrali yöntemi, kuantum mekaniğinde parçacıkların tüm olası yollarını hesaba katarak olasılık amplitüdlerini hesaplar.""",TRUE,"Bu yöntem, kuantum sistemlerin dinamik evrimini, tüm olası yolların katkısını toplayarak ifade eder.",Çok Zor,Bilim,Fizik
495,550e8400-e29b-41d4-a716-446655440495,"""Kiral anomali, kuantum alan teorilerinde simetrilerin kuantum düzeyinde bozulmasına neden olan bir fenomendir.""",TRUE,"Kiral anomali, özellikle parçacık etkileşimlerinde beklenmedik simetri bozulmalarını açıklamada önemli bir rol oynar.",Çok Zor,Bilim,Fizik
496,550e8400-e29b-41d4-a716-446655440496,"""Lattice QCD'de fermion çiftleşmesi problemi, sayısal simülasyonlarda karşılaşılan temel zorluklardan biridir.""",TRUE,"Bu problem, kuantum kromodinamiğinin sayısal çözümlerinde fermiyonların çiftleşmesi sonucu ortaya çıkan hesaplama güçlüklerini ifade eder.",Çok Zor,Bilim,Fizik
497,550e8400-e29b-41d4-a716-446655440497,"""Kozmolojik enflasyon teorileri, evrenin erken döneminde yaşanan üstel genişlemenin homojenlik ve izotropi sorunlarını çözdüğünü öne sürer.""",TRUE,"Enflasyon, evrenin büyük ölçekli yapısını açıklamada kritik bir rol oynayan teorik bir modeldir.",Çok Zor,Bilim,Astronomi
498,550e8400-e29b-41d4-a716-446655440498,"""Lagrange noktaları, iki büyük kütlenin yerçekimi etkileri altında küçük cisimlerin sabit denge pozisyonları oluşturduğu noktalardır.""",TRUE,"Bu noktalar, uzay görevlerinde denge sağlamak için Newton mekaniği kullanılarak hesaplanabilir.",Çok Zor,Bilim,Astronomi
499,550e8400-e29b-41d4-a716-446655440499,"""Topolojik kuantum hesaplama, hata toleranslı qubitlerin oluşturulmasında braiding işlemleri kullanılarak gerçekleştirilir.""",TRUE,"Bu yaklaşım, kuantum hesaplamada bilgi kaybını minimize eden topolojik koruma mekanizmalarını içerir.",Çok Zor,Bilim,Mühendislik
500,550e8400-e29b-41d4-a716-446655440500,"""Modifiye RNA molekülleri, CRISPR-Cas sistemlerinde rehber RNA'nın stabilitesini artırmak için kullanılabilir.""",TRUE,"Bu teknoloji, gen düzenlemede verimliliği ve özgüllüğü artırmak amacıyla geliştirilmiştir.",Çok Zor,Bilim,Biyoloji
501,550e8400-e29b-41d4-a716-446655440501,"""Işığın vakumda hızı değişkendir.""",FALSE,Işığın vakumdaki hızı (yaklaşık 3×10⁸ m/s) sabittir.,Kolay,Bilim,Fizik
502,550e8400-e29b-41d4-a716-446655440502,"""Periyodik tabloda elementler rastgele sıralanmıştır.""",FALSE,"Elementler, artan atom numarasına göre sıralanmıştır.",Kolay,Bilim,Kimya
503,550e8400-e29b-41d4-a716-446655440503,"""DNA, canlı organizmaların enerji üretiminde kullanılır.""",FALSE,"DNA, genetik bilgiyi taşır; enerji üretimi mitokondri tarafından sağlanır.",Kolay,Bilim,Biyoloji
504,550e8400-e29b-41d4-a716-446655440504,"""Pisagor Teoremi, her üçgende geçerlidir.""",FALSE,Pisagor Teoremi yalnızca dik üçgenlerde geçerlidir.,Kolay,Bilim,Matematik
505,550e8400-e29b-41d4-a716-446655440505,"""Güneş, Samanyolu'nun en büyük yıldızıdır.""",FALSE,"Güneş, tipik bir sarı cüce yıldızdır; Samanyolu'nun en büyük yıldızı değildir.",Kolay,Bilim,Astronomi
506,550e8400-e29b-41d4-a716-446655440506,"""Aşılar, hastalıkları tamamen ortadan kaldırır.""",FALSE,"Aşılar, hastalık riskini azaltır fakat tamamen ortadan kaldıramaz.",Kolay,Bilim,Tıp
507,550e8400-e29b-41d4-a716-446655440507,"""Yapısal mühendislik, sadece estetik değerleri göz önünde bulundurur.""",FALSE,Yapısal mühendislik; dayanıklılık ve güvenlik gibi mühendislik prensiplerini de içerir.,Kolay,Bilim,Mühendislik
508,550e8400-e29b-41d4-a716-446655440508,"""Newton'un hareket yasaları, maddeye uygulandığında hiçbir kuvvet üretmez.""",FALSE,"Newton'un yasaları, kuvvet ile hareket arasındaki ilişkiyi açıklar.",Kolay,Bilim,Fizik
509,550e8400-e29b-41d4-a716-446655440509,"""Asit ve bazlar, suyu nötrleştirir.""",FALSE,"Asit ve bazlar, nötralizasyon tepkimesiyle birbirini etkisiz hale getirir; suyun pH'ını değiştirirler.",Kolay,Bilim,Kimya
510,550e8400-e29b-41d4-a716-446655440510,"""Fotosentez, bitkilerin suyu oksijene dönüştürür.""",FALSE,Fotosentez; karbon dioksiti glikoza dönüştürür; suyun oksijene dönüşümü fotosentezle ilgili değildir.,Kolay,Bilim,Biyoloji
511,550e8400-e29b-41d4-a716-446655440511,"""Pi sayısı, dairenin çevresinin çapına eşittir.""",FALSE,"Pi, dairenin çevresinin çapına oranıdır, eşit değildir.",Kolay,Bilim,Matematik
512,550e8400-e29b-41d4-a716-446655440512,"""Gezegenler, Güneş'in etrafında rastgele yörüngelerde döner.""",FALSE,"Gezegenler, eliptik yörüngelerde düzenli bir şekilde döner.",Kolay,Bilim,Astronomi
513,550e8400-e29b-41d4-a716-446655440513,"""Kalp, kanı vücuda pompalamaz.""",FALSE,"Kalp, kanı pompalayan ana organdır.",Kolay,Bilim,Tıp
514,550e8400-e29b-41d4-a716-446655440514,"""Mekanik mühendisliği, enerji dönüşümlerini incelemez.""",FALSE,"Mekanik mühendisliği, enerji dönüşümlerini analiz eder.",Kolay,Bilim,Mühendislik
515,550e8400-e29b-41d4-a716-446655440515,"""Termodinamik yasaları, enerjinin yok edilebileceğini savunur.""",FALSE,"Birinci yasa enerjinin korunmasını, yok edilemeyeceğini belirtir.",Kolay,Bilim,Fizik
516,550e8400-e29b-41d4-a716-446655440516,"""Kimyasal reaksiyonlar sırasında enerji değişmez.""",FALSE,Reaksiyonlar sırasında enerji salınımı veya absorpsiyonu gerçekleşir.,Kolay,Bilim,Kimya
517,550e8400-e29b-41d4-a716-446655440517,"""Hücre bölünmesi, organizmanın büyümesini sağlamaz.""",FALSE,"Hücre bölünmesi, büyüme ve onarım için gereklidir.",Kolay,Bilim,Biyoloji
518,550e8400-e29b-41d4-a716-446655440518,"""Limit hesaplamaları, fonksiyonların davranışını tanımlamaz.""",FALSE,"Limit, fonksiyonların belirli noktadaki davranışını tanımlamada kullanılır.",Kolay,Bilim,Matematik
519,550e8400-e29b-41d4-a716-446655440519,"""Gezegenlerin yörünge periyotları, rastgele değerler alır.""",FALSE,"Yörünge periyotları, Kepler yasalarına uygun olarak belirlenir.",Kolay,Bilim,Astronomi
520,550e8400-e29b-41d4-a716-446655440520,"""İnme, beynin kan akışındaki düzensizliklerden kaynaklanmaz.""",FALSE,"İnme, beyin kan akışındaki aksaklıklar nedeniyle oluşur.",Kolay,Bilim,Tıp
521,550e8400-e29b-41d4-a716-446655440521,"""Makine mühendisliği, sadece üretim süreçlerini inceler.""",FALSE,"Makine mühendisliği; tasarım, analiz ve üretim gibi birçok alanı kapsar.",Kolay,Bilim,Mühendislik
522,550e8400-e29b-41d4-a716-446655440522,"""Kütleçekimi, yalnızca Dünya üzerinde etkilidir.""",FALSE,"Kütleçekimi, evrensel bir kuvvettir.",Kolay,Bilim,Fizik
523,550e8400-e29b-41d4-a716-446655440523,"""Elementlerin periyodik özellikleri, atom kütlelerine bağlı değildir.""",FALSE,"Periyodik özellikler, atom numarası ve elektron düzenine bağlıdır.",Kolay,Bilim,Kimya
524,550e8400-e29b-41d4-a716-446655440524,"""Bitkiler, solunum yoluyla enerji üretir.""",FALSE,Bitkiler enerji üretimini fotosentezle gerçekleştirir; solunum enerji tüketimidir.,Kolay,Bilim,Biyoloji
525,550e8400-e29b-41d4-a716-446655440525,"""Basit cebir, karmaşık denklemleri çözmek için yeterlidir.""",FALSE,Karmaşık denklemler için daha ileri matematiksel yöntemler gereklidir.,Kolay,Bilim,Matematik
526,550e8400-e29b-41d4-a716-446655440526,"""Güneş sistemindeki gezegenler, Güneş'e en yakın olandan en uzak olana doğru sabit aralıklarla dizilmiştir.""",FALSE,Gezegenler arasında sabit aralıklar yoktur; aralıklar yörünge dinamiklerine bağlı olarak değişir.,Normal,Bilim,Astronomi
527,550e8400-e29b-41d4-a716-446655440527,"""Elektromanyetizma yasaları, elektrik ve manyetizmayı tamamen birbirinden bağımsız açıklar.""",FALSE,"Elektromanyetizma, elektrik ve manyetizmanın birbirine bağlı olduğunu gösterir.",Normal,Bilim,Fizik
528,550e8400-e29b-41d4-a716-446655440528,"""Kimyasal bağlarda elektronlar, atomlar arasında tamamen eşit olarak paylaşılır.""",FALSE,"Elektron paylaşımı, bağın türüne bağlı olarak eşit olmayabilir.",Normal,Bilim,Kimya
529,550e8400-e29b-41d4-a716-446655440529,"""Mitokondri, hücrenin ana genetik materyalini içerir.""",FALSE,Ana genetik materyal çekirdekte bulunur; mitokondri enerji üretiminde rol oynar.,Normal,Bilim,Biyoloji
530,550e8400-e29b-41d4-a716-446655440530,"""Türev, fonksiyonun eğrisinin alanını hesaplar.""",FALSE,"Türev, fonksiyonun değişim oranını verir; alan hesaplaması integral ile yapılır.",Normal,Bilim,Matematik
531,550e8400-e29b-41d4-a716-446655440531,"""Kara delikler, tamamen sabit kütleye sahip nesnelerdir.""",FALSE,"Kara delikler, çevrelerinden madde çekerek kütle kazanabilir.",Normal,Bilim,Astronomi
532,550e8400-e29b-41d4-a716-446655440532,"""İnsan vücudu, tamamen simetrik organlardan oluşur.""",FALSE,İnsan vücudu asimetrik özellikler taşır.,Normal,Bilim,Tıp
533,550e8400-e29b-41d4-a716-446655440533,"""Statik denge, yalnızca kuvvetlerin toplamının sıfır olmasına bağlıdır.""",FALSE,Statik denge için kuvvetlerin ve momentlerin toplamı sıfır olmalıdır.,Normal,Bilim,Mühendislik
534,550e8400-e29b-41d4-a716-446655440534,"""Dalga-parçacık ikiliği, yalnızca ışık için geçerlidir.""",FALSE,"Dalga-parçacık ikiliği, tüm kuantum parçacıkları için geçerlidir.",Normal,Bilim,Fizik
535,550e8400-e29b-41d4-a716-446655440535,"""Kimyasal reaksiyon hızları, yalnızca sıcaklık tarafından belirlenir.""",FALSE,"Reaksiyon hızı; sıcaklık, basınç, konsantrasyon gibi birçok faktöre bağlıdır.",Normal,Bilim,Kimya
536,550e8400-e29b-41d4-a716-446655440536,"""Hücre zarı, sadece fosfolipid çift tabakasından oluşur.""",FALSE,"Hücre zarı; fosfolipidler, proteinler ve diğer moleküllerden oluşur.",Normal,Bilim,Biyoloji
537,550e8400-e29b-41d4-a716-446655440537,"""Matematiksel sabitler, evrende farklı bölgelerde farklı değerler alır.""",FALSE,Matematiksel sabitler evrenseldir; aynı değeri korurlar.,Normal,Bilim,Matematik
538,550e8400-e29b-41d4-a716-446655440538,"""Güneş'in yüzey sıcaklığı, gezegenlerin yüzey sıcaklıklarından daha düşüktür.""",FALSE,"Güneş'in yüzey sıcaklığı, gezegenlerin çoğundan çok daha yüksektir.",Normal,Bilim,Astronomi
539,550e8400-e29b-41d4-a716-446655440539,"""İmmün hafıza, bağışıklık sisteminde hiç bulunmaz.""",FALSE,"İmmün hafıza, bağışıklık sisteminin önemli bir özelliğidir.",Normal,Bilim,Tıp
540,550e8400-e29b-41d4-a716-446655440540,"""Mekanik enerji, yalnızca kinetik enerjiden ibarettir.""",FALSE,"Mekanik enerji, kinetik ve potansiyel enerjilerin toplamıdır.",Normal,Bilim,Mühendislik
541,550e8400-e29b-41d4-a716-446655440541,"""Foton, kütlesiz olduğu için enerji taşımaz.""",FALSE,"Foton, kütlesizdir fakat enerji taşır (E = hf).",Normal,Bilim,Fizik
542,550e8400-e29b-41d4-a716-446655440542,"""Kimyasal reaksiyon dengesi, sadece reaktantların miktarına bağlıdır.""",FALSE,Denge; reaktant ve ürünlerin oranı gibi faktörlere bağlıdır.,Normal,Bilim,Kimya
543,550e8400-e29b-41d4-a716-446655440543,"""Bitkiler, gece fotosentez yaparlar.""",FALSE,"Fotosentez, ışık altında gündüz gerçekleşir.",Normal,Bilim,Biyoloji
544,550e8400-e29b-41d4-a716-446655440544,"""İntegral hesaplamaları, her durumda türev hesaplamalarından daha karmaşıktır.""",FALSE,"Zorluk, probleme bağlı olarak değişir; her durumda daha karmaşık değildir.",Normal,Bilim,Matematik
545,550e8400-e29b-41d4-a716-446655440545,"""Gezegenlerin manyetik alanları, zamanla sabit kalır.""",FALSE,"Gezegen manyetik alanları, zamanla değişkenlik gösterebilir.",Normal,Bilim,Astronomi
546,550e8400-e29b-41d4-a716-446655440546,"""Kalp atış hızı, kan basıncıyla hiçbir ilişkisi yoktur.""",FALSE,"Kalp atış hızı, kan basıncı üzerinde önemli etkilere sahiptir.",Normal,Bilim,Tıp
547,550e8400-e29b-41d4-a716-446655440547,"""Yapısal mühendislikte kullanılan malzeme özellikleri, her durumda sabit ve değişmezdir.""",FALSE,Malzeme özellikleri; üretim ve çevresel koşullara bağlı olarak değişkenlik gösterebilir.,Normal,Bilim,Mühendislik
548,550e8400-e29b-41d4-a716-446655440548,"""Kapalı sistemlerde entropi, her zaman azalır.""",FALSE,"Termodinamiğin ikinci yasası gereği, kapalı sistemlerde entropi artma eğilimindedir.",Normal,Bilim,Fizik
549,550e8400-e29b-41d4-a716-446655440549,"""Kimyasal bileşiklerin özellikleri, yalnızca moleküler ağırlığa bağlıdır.""",FALSE,"Özellikler; moleküler yapı, bağ türleri vb. birçok faktöre bağlıdır.",Normal,Bilim,Kimya
550,550e8400-e29b-41d4-a716-446655440550,"""Hücre bölünmesi, her zaman eşit kromozomal dağılımıyla sonuçlanır.""",FALSE,Bazı hücre bölünmeleri asimetrik olabilir.,Normal,Bilim,Biyoloji
551,550e8400-e29b-41d4-a716-446655440551,"""Diferansiyel denklemler, yalnızca doğrusal sistemler için geçerlidir.""",FALSE,"Diferansiyel denklemler, doğrusal olmayan sistemlerde de uygulanır.",Normal,Bilim,Matematik
552,550e8400-e29b-41d4-a716-446655440552,"""Gezegenler arası mesafe sabittir.""",FALSE,"Gezegenler, yörüngeleri nedeniyle sürekli olarak değişen mesafelere sahiptir.",Normal,Bilim,Astronomi
553,550e8400-e29b-41d4-a716-446655440553,"""İnsan vücudu, tamamen aynı boyutta organlara sahiptir.""",FALSE,"Organlar, boyut ve şekil bakımından farklılık gösterir.",Normal,Bilim,Tıp
554,550e8400-e29b-41d4-a716-446655440554,"""Sürtünme, mekanik sistemlerde enerji kaybına yol açmaz.""",FALSE,"Sürtünme, mekanik enerji kaybına neden olan önemli bir etkendir.",Normal,Bilim,Mühendislik
555,550e8400-e29b-41d4-a716-446655440555,"""Kuantum dolanıklık, klasik fizik prensipleriyle tamamen açıklanabilir.""",FALSE,"Kuantum dolanıklık, klasik fizik ile açıklanamaz; kuantum mekaniğine özgüdür.",Normal,Bilim,Fizik
556,550e8400-e29b-41d4-a716-446655440556,"""Einstein'ın özel görelilik kuramı, zamanın mutlak olduğunu savunur.""",FALSE,"Özel görelilik, zamanın gözlemciye bağlı olarak değiştiğini öne sürer.",Zor,Bilim,Fizik
557,550e8400-e29b-41d4-a716-446655440557,"""Periyodik tablonun dizilişi, atom kütlelerine göre tamamen rastgele belirlenmiştir.""",FALSE,"Elementler, atom numarasına göre düzenlenmiştir.",Zor,Bilim,Kimya
558,550e8400-e29b-41d4-a716-446655440558,"""Modern genetik, kalıtımın tamamen çevresel faktörlerle belirlendiğini iddia eder.""",FALSE,"Modern genetik, kalıtımın temelinin genetik olduğuna vurgu yapar.",Zor,Bilim,Biyoloji
559,550e8400-e29b-41d4-a716-446655440559,"""İntegral ve türev, her durumda birbirinin tam tersi işlemler olarak kabul edilir.""",FALSE,"Her ne kadar integral türevin ters işlemi olsa da, her durumda direkt terslik söz konusu değildir.",Zor,Bilim,Matematik
560,550e8400-e29b-41d4-a716-446655440560,"""Güneş, süpernova patlaması sonucu oluşmuştur.""",FALSE,"Güneş, süpernova sonucu değil, dev bir gaz bulutundan oluşmuştur.",Zor,Bilim,Astronomi
561,550e8400-e29b-41d4-a716-446655440561,"""Aşılar, insan vücuduna hiç bağışıklık kazandırmaz.""",FALSE,"Aşılar, bağışıklık sistemini tetikleyerek koruma sağlar.",Zor,Bilim,Tıp
562,550e8400-e29b-41d4-a716-446655440562,"""Statik denge, yalnızca kuvvetlerin toplamının sıfır olmasına bağlıdır.""",FALSE,Statik denge için hem kuvvetlerin hem de momentlerin toplamının sıfır olması gerekir.,Zor,Bilim,Mühendislik
563,550e8400-e29b-41d4-a716-446655440563,"""Dalga-parçacık ikiliği, sadece ışık için geçerlidir.""",FALSE,"Dalga-parçacık ikiliği, tüm kuantum parçacıkları için geçerlidir.",Zor,Bilim,Fizik
564,550e8400-e29b-41d4-a716-446655440564,"""Kimyasal reaksiyon hızları, hiçbir koşul altında sabit kalır.""",FALSE,"Reaksiyon hızı, sıcaklık, basınç gibi birçok faktöre bağlı olarak değişir.",Zor,Bilim,Kimya
565,550e8400-e29b-41d4-a716-446655440565,"""Bitkiler, gece enerji üretirler.""",FALSE,"Bitkiler ana enerji üretimini gündüz, fotosentezle gerçekleştirir.",Zor,Bilim,Biyoloji
566,550e8400-e29b-41d4-a716-446655440566,"""Lineer cebir, sadece iki boyutlu vektör uzayları için geçerlidir.""",FALSE,"Lineer cebir, herhangi bir boyuttaki vektör uzayları için geçerlidir.",Zor,Bilim,Matematik
567,550e8400-e29b-41d4-a716-446655440567,"""Gezegenlerin yörüngeleri, dairesel ve sabit hızlarla döner.""",FALSE,Gezegen yörüngeleri eliptik olup hızları değişkendir.,Zor,Bilim,Astronomi
568,550e8400-e29b-41d4-a716-446655440568,"""Kalp, solunum yapma işlevine de sahiptir.""",FALSE,"Kalp, yalnızca kan pompalama görevini üstlenir; solunum akciğerlerin görevidir.",Zor,Bilim,Tıp
569,550e8400-e29b-41d4-a716-446655440569,"""Mekanik mühendisliği, sadece statik sistemleri inceler.""",FALSE,"Mekanik mühendisliği, dinamik sistemleri de kapsar.",Zor,Bilim,Mühendislik
570,550e8400-e29b-41d4-a716-446655440570,"""Fotonlar, kütleye sahip oldukları için yavaş hareket eder.""",FALSE,Fotonlar kütlesizdir ve ışık hızında hareket ederler.,Zor,Bilim,Fizik
571,550e8400-e29b-41d4-a716-446655440571,"""Kovalent bağlar, elektronların tamamen transfer edildiği bağlardır.""",FALSE,Kovalent bağlarda elektronlar paylaşılır; tamamen transfer edilmezler.,Zor,Bilim,Kimya
572,550e8400-e29b-41d4-a716-446655440572,"""Mitoz bölünme, kromozom sayısını yarıya indirir.""",FALSE,"Mitoz bölünme, kromozom sayısını korur; yarıya inen süreç mayozdur.",Zor,Bilim,Biyoloji
573,550e8400-e29b-41d4-a716-446655440573,"""Diferansiyel hesaplamalar, yalnızca sabit fonksiyonlar için geçerlidir.""",FALSE,"Diferansiyel hesaplamalar, değişken fonksiyonlar için de kullanılır.",Zor,Bilim,Matematik
574,550e8400-e29b-41d4-a716-446655440574,"""Güneş'in manyetik alanı, gezegen manyetik alanlarıyla etkileşime girmez.""",FALSE,"Güneş manyetik alanı, gezegen manyetik alanlarıyla etkileşim gösterebilir.",Zor,Bilim,Astronomi
575,550e8400-e29b-41d4-a716-446655440575,"""Aşılar, genetik materyali değiştiren ajanlardır.""",FALSE,"Aşılar, genetik materyali değiştirmez; bağışıklık yanıtını tetikler.",Zor,Bilim,Tıp
576,550e8400-e29b-41d4-a716-446655440576,"""Termodinamikte ısı enerjisi her zaman mekanik işe dönüşür.""",FALSE,Isı enerjisinin tamamı işe dönüşmez; verimsizlikler söz konusudur.,Zor,Bilim,Mühendislik
577,550e8400-e29b-41d4-a716-446655440577,"""Elektromanyetik dalgalar, yalnızca elektrik alan bileşenine sahiptir.""",FALSE,"Elektromanyetik dalgalar, hem elektrik hem de manyetik alan bileşenlerine sahiptir.",Zor,Bilim,Fizik
578,550e8400-e29b-41d4-a716-446655440578,"""Organik kimyada, tüm karbon bileşikleri uçucudur.""",FALSE,"Uçuculuk, bileşiğin yapısına bağlı olarak değişir.",Zor,Bilim,Kimya
579,550e8400-e29b-41d4-a716-446655440579,"""Hücre zarı, tüm maddelerin serbestçe geçişine izin verir.""",FALSE,"Hücre zarı, seçici geçirgenlik gösterir.",Zor,Bilim,Biyoloji
580,550e8400-e29b-41d4-a716-446655440580,"""Pi sayısı, rasyonel bir sayıdır.""",FALSE,Pi sayısı irrasyoneldir.,Zor,Bilim,Matematik
581,550e8400-e29b-41d4-a716-446655440581,"""Yıldızlar, parlaklıklarını hiçbir zaman değiştirmez.""",FALSE,Yıldızların parlaklıkları evrimsel süreçlerle değişiklik gösterebilir.,Zor,Bilim,Astronomi
582,550e8400-e29b-41d4-a716-446655440582,"""İmmün sistem, hastalık hafızası oluşturmaz.""",FALSE,"İmmün sistem, geçmiş enfeksiyonlara karşı hafıza oluşturarak koruma sağlar.",Zor,Bilim,Tıp
583,550e8400-e29b-41d4-a716-446655440583,"""Makine mühendisliğinde kullanılan malzeme mukavemeti, her koşulda sabittir.""",FALSE,"Malzeme mukavemeti, çevresel ve çalışma koşullarına bağlı olarak değişir.",Zor,Bilim,Mühendislik
584,550e8400-e29b-41d4-a716-446655440584,"""Kapalı sistemlerde entropi her zaman sıfır kalır.""",FALSE,Kapalı sistemlerde entropi genellikle artar.,Zor,Bilim,Fizik
585,550e8400-e29b-41d4-a716-446655440585,"""Kimyasal bileşiklerin reaktivitesi, yalnızca moleküler ağırlığa bağlıdır.""",FALSE,"Reaktivite, moleküler yapı, bağ türleri gibi birçok faktöre bağlıdır.",Zor,Bilim,Kimya
